111	-41.343880	17.135313	6.000000	5.000000	  0111
121	-33.899387	19.988480	6.000000	5.000000	  0121
131	-38.428867	9.101541	6.000000	5.000000	  0131
141	-45.259834	3.426279	6.000000	5.000000	  0141
211	-32.252062	8.042145	6.000000	5.000000	  0211
221	-25.703970	8.384077	6.000000	5.000000	  0221
231	-27.203154	-1.260760	6.000000	5.000000	  0231
241	-33.707245	-2.811888	6.000000	5.000000	  0241
311	-23.133791	24.680681	6.000000	5.000000	  0311
321	-22.104393	16.681673	6.000000	5.000000	  0321
331	-16.454915	14.592052	6.000000	5.000000	  0331
341	-28.631983	17.312889	6.000000	5.000000	  0341
411	-19.349350	7.331513	6.000000	5.000000	  0411
421	-12.840526	6.435929	6.000000	5.000000	  0421
431	-13.313257	-1.166925	6.000000	5.000000	  0431
441	-20.323408	-0.975766	6.000000	5.000000	  0441
511	-16.622018	29.048635	6.000000	5.000000	  0511
521	-9.840240	31.361858	6.000000	5.000000	  0521
531	-9.354839	25.763454	6.000000	5.000000	  0531
541	-16.257477	22.775541	6.000000	5.000000	  0541
611	-9.433110	19.655441	6.000000	5.000000	  0611
621	-2.982216	13.714951	6.000000	5.000000	  0621
631	-6.319260	6.838070	6.000000	5.000000	  0631
641	-9.608440	13.408423	6.000000	5.000000	  0641
711	-6.401140	-0.228968	6.000000	5.000000	  0711
721	0.419187	-0.229193	6.000000	5.000000	  0721
731	0.492602	-6.875143	6.000000	5.000000	  0731
741	-6.475489	-6.952382	6.000000	5.000000	  0741
811	-2.979640	32.110386	6.000000	5.000000	  0811
821	-2.981278	26.484852	6.000000	5.000000	  0821
911	3.823875	31.382889	6.000000	5.000000	  0911
921	10.653896	29.047729	6.000000	5.000000	  0921
931	10.240958	22.758455	6.000000	5.000000	  0931
941	3.372721	25.736942	6.000000	5.000000	  0941
1011	-2.982149	20.454958	6.000000	5.000000	  1011
1021	3.433111	19.655441	6.000000	5.000000	  1021
1031	3.605908	13.381209	6.000000	5.000000	  1031
1041	0.320553	6.884171	6.000000	5.000000	  1041
1111	6.816559	6.431144	6.000000	5.000000	  1111
1121	13.349934	7.319709	6.000000	5.000000	  1121
1131	14.311834	-0.999543	6.000000	5.000000	  1131
1141	7.271111	-1.099651	6.000000	5.000000	  1141
1211	17.179852	24.656183	6.000000	5.000000	  1211
1221	22.606649	17.323341	6.000000	5.000000	  1221
1231	16.104391	16.681675	6.000000	5.000000	  1231
1241	10.392924	14.586319	6.000000	5.000000	  1241
1311	19.698189	8.408307	6.000000	5.000000	  1311
1321	26.234785	8.035923	6.000000	5.000000	  1321
1331	27.763517	-2.812459	6.000000	5.000000	  1331
1341	21.161478	-1.261672	6.000000	5.000000	  1341
1411	27.969835	20.004034	6.000000	5.000000	  1411
1421	35.214275	17.298393	6.000000	5.000000	  1421
1431	39.197647	3.422953	6.000000	5.000000	  1431
1441	32.374908	9.066833	6.000000	5.000000	  1441
1511	-40.234764	-3.595140	6.000000	5.000000	  1511
1521	-38.107594	-14.927469	6.000000	5.000000	  1521
1531	-40.373013	-23.092485	6.000000	5.000000	  1531
1541	-44.920025	-10.546441	6.000000	5.000000	  1541
1611	-32.389786	-12.296594	6.000000	5.000000	  1611
1621	-26.257793	-10.024577	6.000000	5.000000	  1621
1631	-22.017256	-17.791722	6.000000	5.000000	  1631
1641	-27.933231	-20.926405	6.000000	5.000000	  1641
1711	-32.309429	-33.317434	6.000000	5.000000	  1711
1721	-32.549398	-25.151100	6.000000	5.000000	  1721
1731	-24.228603	-32.898569	6.000000	5.000000	  1731
1741	-21.746199	-40.605785	6.000000	5.000000	  1741
1811	-19.805046	-8.636191	6.000000	5.000000	  1811
1821	-13.160595	-7.933366	6.000000	5.000000	  1821
1831	-6.582014	-13.226259	6.000000	5.000000	  1831
1841	-14.706566	-15.797129	6.000000	5.000000	  1841
1911	-15.463793	-23.418774	6.000000	5.000000	  1911
1921	-12.526191	-31.874771	6.000000	5.000000	  1921
1931	-14.140325	-37.873035	6.000000	5.000000	  1931
1941	-21.058558	-27.600262	6.000000	5.000000	  1941
2011	-7.026748	-19.840996	6.000000	5.000000	  2011
2021	1.027962	-19.867870	6.000000	5.000000	  2021
2031	1.152229	-26.381474	6.000000	5.000000	  2031
2041	-7.176284	-26.378529	6.000000	5.000000	  2041
2111	-3.000000	-33.231144	6.000000	5.000000	  2111
2121	-3.000000	-39.515762	6.000000	5.000000	  2121
2131	3.487267	-44.400089	6.000000	5.000000	  2131
2141	-9.526498	-44.406975	6.000000	5.000000	  2141
2211	7.136878	-7.911561	6.000000	5.000000	  2211
2221	13.787004	-8.565530	6.000000	5.000000	  2221
2231	8.728618	-15.819301	6.000000	5.000000	  2231
2241	0.604575	-13.234495	6.000000	5.000000	  2241
2311	9.463793	-23.418774	6.000000	5.000000	  2311
2321	15.055779	-27.557009	6.000000	5.000000	  2321
2331	8.104869	-37.867310	6.000000	5.000000	  2331
2341	6.460749	-31.876627	6.000000	5.000000	  2341
2411	20.251188	-9.973596	6.000000	5.000000	  2411
2421	26.362122	-12.258506	6.000000	5.000000	  2421
2431	21.931324	-20.896198	6.000000	5.000000	  2431
2441	16.008751	-17.809218	6.000000	5.000000	  2441
2511	18.148573	-32.913668	6.000000	5.000000	  2511
2521	26.502676	-25.149551	6.000000	5.000000	  2521
2531	26.259922	-33.344656	6.000000	5.000000	  2531
2541	15.716850	-40.624069	6.000000	5.000000	  2541
2611	34.167877	-3.628375	6.000000	5.000000	  2611
2621	38.855766	-10.573307	6.000000	5.000000	  2621
2631	34.335827	-23.072008	6.000000	5.000000	  2631
2641	32.045193	-14.939831	6.000000	5.000000	  2641
