    1.044    0.876   -1.535   -8.495   -8.933   -6.247   -1.935    4.424   -7.135  -14.248    5.485    8.819  -16.176   -9.881  -13.124    2.285   18.018   -4.248   -0.537   15.061   14.299   12.142   -1.849    2.157    2.140   12.869   13.563    2.254    0.077    2.397    2.608
    1.344    1.425   -1.730   -9.021   -8.990   -7.266   -2.144    4.396   -7.952  -14.561    5.308    7.830  -16.756   -9.160  -12.961    0.940   17.764   -4.888   -1.305   14.140   14.300   12.114   -1.528    3.401    2.508   12.115   12.995    2.589    0.421    2.694    2.739
    1.564    1.919   -1.895   -9.260   -8.747   -8.109   -2.284    4.063   -8.659  -14.473    4.790    6.193  -16.723   -7.813  -12.347   -0.768   16.697   -5.572   -2.248   12.621   13.692   11.499   -1.084    4.758    2.787   10.745   11.938    2.925    0.849    2.926    2.780
    1.684    2.312   -2.057   -9.177   -8.220   -8.755   -2.383    3.414   -9.220  -13.993    3.939    3.949  -16.081   -5.857  -11.304   -2.798   14.882   -6.293   -3.338   10.555   12.530   10.341   -0.550    6.168    2.962    8.857   10.455    3.236    1.332    3.101    2.727
    1.683    2.594   -2.217   -8.769   -7.461   -9.161   -2.451    2.486   -9.624  -13.182    2.748    1.203  -14.867   -3.363   -9.874   -5.103   12.429   -7.031   -4.494    8.063   10.893    8.717    0.037    7.544    3.049    6.583    8.652    3.512    1.829    3.187    2.570
    1.534    2.735   -2.401   -8.077   -6.477   -9.329   -2.519    1.342   -9.864  -12.101    1.280   -1.865  -13.178   -0.431   -8.132   -7.552    9.519   -7.727   -5.668    5.279    8.897    6.750    0.644    8.818    3.061    4.051    6.629    3.701    2.293    3.199    2.314
    1.232    2.737   -2.596   -7.122   -5.361   -9.242   -2.597    0.060   -9.912  -10.831   -0.383   -5.047  -11.129    2.805   -6.154  -10.027    6.359   -8.358   -6.774    2.364    6.680    4.576    1.228    9.914    3.004    1.428    4.512    3.790    2.681    3.119    1.953
    0.803    2.627   -2.816   -5.986   -4.151   -8.959   -2.690   -1.257   -9.771   -9.452   -2.137   -8.133   -8.851    6.200   -4.057  -12.341    3.162   -8.859   -7.735   -0.496    4.395    2.351    1.742   10.795    2.900   -1.109    2.419    3.750    2.959    2.960    1.506
    0.280    2.427   -3.053   -4.743   -2.931   -8.522   -2.805   -2.506   -9.460   -8.018   -3.863  -10.875   -6.474    9.595   -1.938  -14.334    0.138   -9.187   -8.475   -3.161    2.171    0.207    2.160   11.433    2.755   -3.447    0.446    3.554    3.082    2.715    0.985
   -0.301    2.185   -3.316   -3.463   -1.766   -7.983   -2.941   -3.590   -8.989   -6.619   -5.443  -13.098   -4.136   12.826    0.105  -15.857   -2.522   -9.310   -8.954   -5.463    0.135   -1.731    2.451   11.825    2.607   -5.455   -1.315    3.205    3.040    2.391    0.409
   -0.879    1.946   -3.580   -2.243   -0.727   -7.406   -3.091   -4.431   -8.398   -5.318   -6.774  -14.640   -1.956   15.763    1.972  -16.791   -4.674   -9.207   -9.141   -7.275   -1.623   -3.352    2.626   11.991    2.447   -7.045   -2.778    2.720    2.833    1.991   -0.181
   -1.403    1.750   -3.863   -1.151    0.143   -6.853   -3.254   -4.971   -7.725   -4.136   -7.775  -15.427   -0.038   18.268    3.571  -17.042   -6.235   -8.877   -9.017   -8.537   -3.033   -4.603    2.685   11.991    2.302   -8.167   -3.926    2.123    2.475    1.532   -0.751
   -1.812    1.622   -4.163   -0.240    0.795   -6.387   -3.418   -5.194   -7.021   -3.142   -8.393  -15.409    1.536   20.262    4.841  -16.616   -7.144   -8.337   -8.604   -9.198   -4.068   -5.451    2.634   11.870    2.185   -8.801   -4.718    1.447    2.009    1.049   -1.258
   -2.049    1.597   -4.477    0.433    1.184   -6.050   -3.601   -5.111   -6.340   -2.331   -8.620  -14.658    2.718   21.684    5.742  -15.538   -7.413   -7.644   -7.952   -9.268   -4.716   -5.886    2.512   11.713    2.110   -8.971   -5.158    0.762    1.469    0.547   -1.656
   -2.081    1.682   -4.813    0.857    1.300   -5.873   -3.805   -4.764   -5.740   -1.733   -8.480  -13.273    3.477   22.492    6.253  -13.901   -7.102   -6.826   -7.106   -8.788   -4.995   -5.943    2.363   11.591    2.091   -8.719   -5.275    0.102    0.908    0.077   -1.909
   -1.888    1.874   -5.188    1.016    1.150   -5.880   -4.037   -4.211   -5.268   -1.355   -8.018  -11.406    3.811   22.711    6.375  -11.843   -6.287   -5.971   -6.149   -7.847   -4.943   -5.658    2.206   11.576    2.131   -8.108   -5.102   -0.459    0.398   -0.329   -1.985
   -1.454    2.167   -5.594    0.917    0.731   -6.070   -4.329   -3.528   -4.972   -1.181   -7.314   -9.255    3.752   22.378    6.136   -9.497   -5.100   -5.140   -5.153   -6.539   -4.620   -5.114    2.093   11.720    2.232   -7.245   -4.691   -0.872   -0.011   -0.651   -1.875
   -0.814    2.536   -6.038    0.567    0.091   -6.428   -4.679   -2.789   -4.878   -1.219   -6.458   -6.980    3.338   21.573    5.569   -7.043   -3.659   -4.384   -4.184   -4.983   -4.087   -4.372    2.054   12.051    2.394   -6.189   -4.088   -1.089   -0.270   -0.843   -1.566
   -0.008    2.947   -6.524    0.037   -0.748   -6.942   -5.090   -2.078   -4.973   -1.440   -5.530   -4.781    2.626   20.373    4.768   -4.636   -2.092   -3.763   -3.313   -3.302   -3.404   -3.514    2.113   12.587    2.601   -5.047   -3.369   -1.082   -0.330   -0.889   -1.081
    0.933    3.363   -7.041   -0.673   -1.715   -7.559   -5.577   -1.465   -5.273   -1.823   -4.634   -2.799    1.684   18.896    3.787   -2.428   -0.516   -3.291   -2.577   -1.610   -2.640   -2.615    2.279   13.312    2.867   -3.906   -2.584   -0.844   -0.173   -0.776   -0.456
    1.912    3.766   -7.554   -1.509   -2.777   -8.230   -6.118   -0.992   -5.732   -2.348   -3.831   -1.131    0.575   17.262    2.710   -0.522    0.971   -2.986   -2.009    0.005   -1.837   -1.708    2.573   14.198    3.155   -2.814   -1.775   -0.378    0.195   -0.507    0.274
    2.884    4.100   -8.053   -2.418   -3.873   -8.923   -6.672   -0.694   -6.314   -2.970   -3.172    0.137   -0.617   15.570    1.626    1.018    2.289   -2.846   -1.624    1.454   -1.040   -0.856    2.963   15.209    3.476   -1.840   -1.000    0.282    0.764   -0.080    1.050
    3.758    4.346   -8.515   -3.361   -4.956   -9.567   -7.235   -0.578   -6.979   -3.669   -2.685    1.006   -1.830   13.928    0.612    2.159    3.386   -2.832   -1.385    2.681   -0.288   -0.081    3.447   16.275    3.815   -1.022   -0.299    1.106    1.509    0.467    1.809
    4.467    4.476   -8.886   -4.301   -5.991  -10.133   -7.752   -0.631   -7.655   -4.402   -2.367    1.484   -3.014   12.427   -0.266    2.901    4.246   -2.925   -1.268    3.655    0.401    0.612    4.006   17.355    4.154   -0.358    0.308    2.046    2.383    1.116    2.492
    4.967    4.461   -9.161   -5.195   -6.937  -10.555   -8.182   -0.824   -8.291   -5.131   -2.205    1.625   -4.111   11.098   -0.946    3.280    4.854   -3.080   -1.239    4.368    1.010    1.199    4.606   18.411    4.513    0.134    0.791    3.042    3.331    1.815    3.034
    5.212    4.289   -9.310   -6.022   -7.766  -10.819   -8.476   -1.120   -8.839   -5.807   -2.172    1.505   -5.090    9.999   -1.399    3.357    5.217   -3.234   -1.223    4.813    1.529    1.713    5.234   19.383    4.884    0.492    1.152    4.048    4.286    2.523    3.395
    5.168    3.972   -9.323   -6.754   -8.479  -10.884   -8.628   -1.462   -9.254   -6.400   -2.213    1.207   -5.916    9.142   -1.606    3.231    5.367   -3.371   -1.175    5.022    1.951    2.146    5.866   20.243    5.283    0.720    1.370    5.016    5.208    3.202    3.535
    4.833    3.515   -9.190   -7.376   -9.060  -10.745   -8.608   -1.804   -9.498   -6.875   -2.283    0.834   -6.587    8.504   -1.554    2.977    5.342   -3.432   -1.037    5.017    2.278    2.531    6.493   20.981    5.714    0.855    1.447    5.913    6.051    3.818    3.436
    4.226    2.934   -8.938   -7.861   -9.517  -10.407   -8.411   -2.106   -9.560   -7.202   -2.335    0.451   -7.077    8.059   -1.258    2.695    5.171   -3.395   -0.766    4.840    2.508    2.862    7.097   21.601    6.184    0.922    1.381    6.696    6.774    4.341    3.090
    3.363    2.245   -8.586   -8.215   -9.829   -9.860   -8.050   -2.324   -9.434   -7.354   -2.331    0.138   -7.395    7.774   -0.755    2.471    4.910   -3.254   -0.348    4.537    2.643    3.169    7.676   22.106    6.690    0.971    1.198    7.361    7.361    4.762    2.517
    2.285    1.478   -8.164   -8.415  -10.015   -9.126   -7.545   -2.447   -9.122   -7.326   -2.234   -0.076   -7.527    7.593   -0.079    2.365    4.575   -2.988    0.245    4.123    2.688    3.452    8.226   22.516    7.252    1.011    0.875    7.900    7.804    5.071    1.736
    1.057    0.670   -7.717   -8.474  -10.079   -8.223   -6.944   -2.454   -8.649   -7.116   -2.034   -0.125   -7.498    7.487    0.742    2.427    4.201   -2.593    0.992    3.662    2.633    3.711    8.752   22.854    7.858    1.068    0.450    8.332    8.107    5.253    0.787
   -0.295   -0.174   -7.297   -8.385   -9.988   -7.174   -6.281   -2.339   -8.054   -6.720   -1.721   -0.036   -7.295    7.396    1.644    2.696    3.811   -2.082    1.899    3.161    2.476    3.945    9.277   23.139    8.502    1.154   -0.091    8.650    8.293    5.346   -0.296
   -1.696   -1.044   -6.943   -8.125   -9.763   -6.012   -5.596   -2.144   -7.355   -6.136   -1.308    0.197   -6.944    7.291    2.616    3.156    3.421   -1.456    2.904    2.640    2.226    4.164    9.798   23.406    9.174    1.262   -0.720    8.879    8.371    5.337   -1.468
   -3.102   -1.907   -6.693   -7.737   -9.394   -4.756   -4.930   -1.865   -6.612   -5.407   -0.813    0.541   -6.437    7.172    3.590    3.800    3.034   -0.731    3.993    2.119    1.878    4.353   10.346   23.651    9.857    1.415   -1.422    9.035    8.367    5.266   -2.690
   -4.475   -2.773   -6.592   -7.198   -8.863   -3.442   -4.340   -1.541   -5.850   -4.548   -0.260    0.979   -5.804    7.002    4.557    4.590    2.659    0.090    5.107    1.606    1.440    4.535   10.912   23.917   10.552    1.598   -2.179    9.138    8.305    5.141   -3.925
   -5.798   -3.624   -6.647   -6.535   -8.164   -2.109   -3.851   -1.209   -5.116   -3.603    0.307    1.460   -5.054    6.800    5.501    5.465    2.291    0.986    6.212    1.107    0.930    4.703   11.524   24.193   11.223    1.799   -2.967    9.191    8.198    4.980   -5.148
   -7.034   -4.475   -6.881   -5.758   -7.317   -0.783   -3.483   -0.900   -4.425   -2.606    0.860    1.944   -4.197    6.565    6.403    6.358    1.927    1.931    7.286    0.597    0.358    4.859   12.178   24.496   11.882    2.009   -3.767    9.198    8.046    4.791   -6.351
   -8.196   -5.332   -7.284   -4.880   -6.317    0.515   -3.251   -0.637   -3.811   -1.600    1.353    2.418   -3.282    6.310    7.257    7.196    1.574    2.925    8.276    0.105   -0.255    5.030   12.875   24.830   12.521    2.233   -4.537    9.176    7.870    4.595   -7.511
   -9.286   -6.185   -7.846   -3.936   -5.196    1.748   -3.160   -0.441   -3.284   -0.624    1.757    2.842   -2.312    6.056    8.066    7.926    1.223    3.946    9.186   -0.371   -0.879    5.221   13.610   25.199   13.131    2.464   -5.261    9.119    7.662    4.385   -8.629
  -10.300   -7.027   -8.552   -2.959   -3.995    2.891   -3.215   -0.313   -2.849    0.291    2.045    3.216   -1.342    5.839    8.820    8.489    0.898    4.963    9.988   -0.826   -1.493    5.442   14.374   25.585   13.731    2.695   -5.904    9.035    7.429    4.173   -9.704
  -11.259   -7.880   -9.347   -1.975   -2.745    3.902   -3.382   -0.275   -2.511    1.103    2.214    3.516   -0.390    5.653    9.545    8.849    0.595    5.968   10.692   -1.274   -2.064    5.715   15.152   26.004   14.321    2.902   -6.461    8.914    7.161    3.960  -10.735
  -12.184   -8.732  -10.197   -1.030   -1.508    4.780   -3.657   -0.305   -2.269    1.790    2.259    3.747    0.517    5.526   10.230    8.973    0.329    6.916   11.294   -1.690   -2.564    6.020   15.928   26.444   14.902    3.112   -6.918    8.768    6.867    3.751  -11.727
  -13.076   -9.573  -11.062   -0.152   -0.339    5.481   -4.012   -0.390   -2.116    2.343    2.183    3.918    1.337    5.466   10.888    8.891    0.108    7.789   11.791   -2.063   -2.973    6.383   16.682   26.912   15.485    3.295   -7.257    8.601    6.538    3.532  -12.665
  -13.931  -10.399  -11.885    0.619    0.705    6.003   -4.410   -0.518   -2.046    2.758    2.016    4.021    2.049    5.479   11.515    8.594   -0.046    8.573   12.216   -2.402   -3.274    6.784   17.408   27.378   16.080    3.453   -7.511    8.431    6.207    3.330  -13.554
  -14.754  -11.198  -12.625    1.257    1.565    6.327   -4.820   -0.656   -2.040    3.040    1.787    4.082    2.638    5.560   12.117    8.149   -0.137    9.230   12.557   -2.690   -3.457    7.217   18.071   27.869   16.667    3.584   -7.672    8.267    5.868    3.128  -14.372
  -15.522  -11.965  -13.241    1.731    2.197    6.462   -5.216   -0.795   -2.105    3.199    1.522    4.089    3.106    5.712   12.690    7.582   -0.155    9.753   12.840   -2.937   -3.523    7.650   18.668   28.340   17.250    3.682   -7.765    8.122    5.542    2.937  -15.113
  -16.222  -12.679  -13.692    2.036    2.579    6.408   -5.578   -0.913   -2.214    3.255    1.266    4.070    3.431    5.906   13.232    6.948   -0.097   10.130   13.060   -3.135   -3.474    8.087   19.180   28.802   17.814    3.743   -7.806    8.021    5.250    2.764  -15.758
  -16.835  -13.343  -13.981    2.172    2.689    6.188   -5.871   -0.981   -2.364    3.216    1.047    4.021    3.630    6.138   13.735    6.300    0.006   10.365   13.228   -3.283   -3.336    8.487   19.605   29.221   18.346    3.766   -7.818    7.970    4.996    2.602  -16.303
  -17.345  -13.929  -14.073    2.140    2.528    5.837   -6.070   -1.006   -2.540    3.125    0.887    3.950    3.720    6.375   14.174    5.692    0.172   10.451   13.350   -3.393   -3.104    8.834   19.939   29.589   18.820    3.769   -7.812    7.972    4.795    2.462  -16.729
  -17.712  -14.430  -14.003    1.974    2.095    5.379   -6.185   -0.961   -2.729    2.990    0.805    3.877    3.702    6.607   14.552    5.169    0.371   10.402   13.427   -3.441   -2.819    9.131   20.180   29.882   19.216    3.749   -7.786    8.045    4.653    2.338  -17.027
  -17.950  -14.829  -13.766    1.682    1.438    4.840   -6.213   -0.844   -2.922    2.819    0.816    3.813    3.599    6.802   14.869    4.751    0.604   10.231   13.471   -3.461   -2.494    9.344   20.336   30.081   19.515    3.710   -7.767    8.172    4.571    2.237  -17.200
  -18.054  -15.125  -13.398    1.299    0.580    4.289   -6.147   -0.656   -3.088    2.618    0.912    3.756    3.441    6.937   15.098    4.439    0.844    9.966   13.466   -3.426   -2.153    9.489   20.391   30.186   19.722    3.678   -7.732    8.358    4.534    2.139  -17.249
  -18.017  -15.306  -12.928    0.855   -0.424    3.735   -6.018   -0.417   -3.222    2.404    1.095    3.720    3.244    7.002   15.247    4.268    1.097    9.637   13.433   -3.347   -1.807    9.568   20.374   30.165   19.814    3.641   -7.702    8.585    4.552    2.068  -17.174
  -17.861  -15.368  -12.399    0.378   -1.526    3.215   -5.844   -0.130   -3.321    2.156    1.345    3.706    3.029    6.981   15.323    4.195    1.344    9.267   13.362   -3.222   -1.467    9.590   20.278   30.033   19.801    3.613   -7.663    8.826    4.595    1.998  -16.996
  -17.595  -15.325  -11.849   -0.109   -2.666    2.739   -5.633    0.196   -3.376    1.888    1.645    3.727    2.808    6.864   15.321    4.239    1.595    8.888   13.260   -3.054   -1.156    9.548   20.127   29.791   19.693    3.599   -7.613    9.083    4.666    1.936  -16.720
  -17.242  -15.175  -11.307   -0.599   -3.814    2.336   -5.426    0.534   -3.389    1.590    1.970    3.772    2.604    6.662   15.255    4.352    1.825    8.527   13.140   -2.853   -0.874    9.480   19.934   29.444   19.503    3.579   -7.553    9.316    4.744    1.884  -16.369
  -16.827  -14.940  -10.793   -1.072   -4.913    1.997   -5.244    0.873   -3.376    1.258    2.307    3.825    2.427    6.376   15.148    4.507    2.048    8.199   13.014   -2.633   -0.623    9.382   19.707   29.011   19.257    3.580   -7.488    9.527    4.824    1.835  -15.967
  -16.360  -14.635  -10.324   -1.546   -5.941    1.722   -5.090    1.193   -3.335    0.891    2.633    3.897    2.289    6.014   15.011    4.690    2.247    7.917   12.875   -2.387   -0.402    9.280   19.455   28.520   18.976    3.564   -7.408    9.702    4.896    1.791  -15.522
  -15.881  -14.279   -9.925   -1.996   -6.865    1.505   -5.002    1.478   -3.289    0.489    2.934    3.985    2.171    5.602   14.861    4.861    2.440    7.698   12.739   -2.137   -0.210    9.176   19.206   27.996   18.672    3.558   -7.324    9.827    4.963    1.767  -15.052
  -15.386  -13.900   -9.594   -2.447   -7.687    1.335   -4.964    1.713   -3.239    0.070    3.188    4.056    2.115    5.135   14.727    4.983    2.589    7.546   12.614   -1.914   -0.059    9.057   18.957   27.457   18.398    3.524   -7.241    9.895    5.005    1.731  -14.586
  -14.887  -13.527   -9.316   -2.911   -8.400    1.188   -4.986    1.891   -3.210   -0.361    3.403    4.144    2.075    4.662   14.616    5.055    2.712    7.459   12.499   -1.712    0.075    8.958   18.713   26.939   18.136    3.476   -7.159    9.915    5.032    1.707  -14.111
  -14.404  -13.178   -9.096   -3.373   -9.021    1.053   -5.048    2.016   -3.208   -0.795    3.573    4.209    2.071    4.184   14.544    5.039    2.792    7.412   12.397   -1.558    0.178    8.856   18.500   26.440   17.912    3.421   -7.076    9.900    5.033    1.669  -13.654
  -13.940  -12.866   -8.927   -3.837   -9.561    0.924   -5.154    2.071   -3.230   -1.203    3.692    4.262    2.100    3.714   14.518    4.936    2.846    7.404   12.296   -1.459    0.265    8.762   18.294   25.981   17.739    3.322   -7.008    9.838    5.013    1.632  -13.205
  -13.497  -12.588   -8.799   -4.325  -10.042    0.778   -5.261    2.070   -3.280   -1.586    3.758    4.289    2.168    3.285   14.529    4.753    2.852    7.420   12.206   -1.416    0.341    8.671   18.092   25.558   17.595    3.211   -6.943    9.750    4.969    1.572  -12.759
  -13.072  -12.355   -8.689   -4.812  -10.494    0.605   -5.368    2.013   -3.351   -1.931    3.788    4.287    2.250    2.904   14.595    4.476    2.815    7.453   12.112   -1.430    0.404    8.570   17.918   25.163   17.469    3.078   -6.889    9.632    4.894    1.490  -12.323
  -12.669  -12.153   -8.605   -5.304  -10.941    0.410   -5.465    1.897   -3.437   -2.223    3.768    4.233    2.387    2.576   14.695    4.134    2.745    7.479   12.007   -1.498    0.461    8.440   17.738   24.797   17.349    2.914   -6.846    9.478    4.785    1.383  -11.884
  -12.293  -11.959   -8.538   -5.776  -11.407    0.182   -5.537    1.744   -3.527   -2.470    3.714    4.132    2.542    2.324   14.820    3.736    2.633    7.499   11.884   -1.608    0.504    8.289   17.560   24.441   17.221    2.721   -6.812    9.308    4.649    1.241  -11.441
  -11.926  -11.768   -8.479   -6.241  -11.902   -0.074   -5.566    1.560   -3.619   -2.674    3.622    3.972    2.743    2.134   14.970    3.296    2.491    7.494   11.722   -1.739    0.540    8.114   17.382   24.089   17.062    2.508   -6.766    9.095    4.471    1.079  -10.985
  -11.570  -11.571   -8.426   -6.674  -12.438   -0.337   -5.575    1.354   -3.705   -2.837    3.508    3.749    2.977    2.030   15.120    2.831    2.322    7.460   11.535   -1.881    0.556    7.891   17.191   23.712   16.872    2.278   -6.732    8.869    4.279    0.895  -10.522
  -11.234  -11.332   -8.375   -7.071  -13.007   -0.625   -5.545    1.137   -3.774   -2.983    3.378    3.454    3.259    1.990   15.267    2.359    2.122    7.390   11.300   -2.027    0.554    7.619   16.981   23.327   16.641    2.023   -6.696    8.605    4.064    0.706  -10.054
  -10.888  -11.058   -8.326   -7.430  -13.610   -0.903   -5.506    0.906   -3.829   -3.107    3.229    3.091    3.567    2.019   15.409    1.889    1.894    7.305   11.017   -2.157    0.526    7.301   16.760   22.925   16.364    1.752   -6.660    8.301    3.834    0.528   -9.582
  -10.531  -10.742   -8.266   -7.742  -14.246   -1.166   -5.463    0.676   -3.868   -3.229    3.077    2.666    3.899    2.117   15.541    1.452    1.656    7.174   10.708   -2.263    0.472    6.943   16.532   22.498   16.043    1.454   -6.629    7.970    3.605    0.366   -9.111
  -10.155  -10.397   -8.203   -8.023  -14.870   -1.397   -5.419    0.459   -3.905   -3.364    2.943    2.185    4.265    2.269   15.641    1.036    1.381    7.029   10.362   -2.340    0.372    6.532   16.287   22.067   15.697    1.161   -6.603    7.624    3.388    0.233   -8.660
   -9.766  -10.035   -8.127   -8.248  -15.480   -1.592   -5.388    0.239   -3.916   -3.504    2.829    1.660    4.652    2.464   15.736    0.673    1.092    6.850   10.000   -2.410    0.246    6.085   16.024   21.629   15.344    0.842   -6.607    7.261    3.187    0.141   -8.225
   -9.360   -9.657   -8.034   -8.438  -16.057   -1.734   -5.369    0.042   -3.919   -3.655    2.748    1.114    5.048    2.698   15.812    0.340    0.774    6.666    9.639   -2.471    0.070    5.608   15.756   21.188   15.003    0.513   -6.643    6.910    3.024    0.086   -7.827
   -8.937   -9.294   -7.920   -8.586  -16.567   -1.821   -5.367   -0.156   -3.905   -3.807    2.693    0.574    5.443    2.958   15.871    0.075    0.444    6.470    9.285   -2.523   -0.131    5.120   15.468   20.775   14.671    0.188   -6.694    6.564    2.879    0.058   -7.453
   -8.514   -8.947   -7.797   -8.696  -17.012   -1.853   -5.393   -0.335   -3.876   -3.966    2.677    0.034    5.837    3.236   15.924   -0.141    0.098    6.265    8.963   -2.579   -0.360    4.636   15.183   20.376   14.379   -0.139   -6.790    6.244    2.771    0.059   -7.122
   -8.086   -8.649   -7.673   -8.778  -17.372   -1.840   -5.421   -0.508   -3.824   -4.112    2.693   -0.461    6.217    3.519   15.990   -0.308   -0.255    6.074    8.681   -2.660   -0.612    4.156   14.886   20.011   14.119   -0.465   -6.916    5.948    2.682    0.066   -6.830
   -7.696   -8.393   -7.541   -8.823  -17.644   -1.770   -5.463   -0.672   -3.757   -4.228    2.735   -0.912    6.585    3.794   16.054   -0.420   -0.610    5.879    8.448   -2.753   -0.865    3.705   14.586   19.661   13.894   -0.772   -7.071    5.701    2.616    0.077   -6.573
