,curr_best_by_acc,curr_best_by_loss
0,70.48611111111111,69.79166666666667
1,45.486111111111114,47.22222222222222
2,71.18055555555556,72.56944444444444
3,53.47222222222222,51.736111111111114
4,44.09722222222222,47.56944444444444
5,41.666666666666664,42.708333333333336
6,59.02777777777778,60.416666666666664
7,69.09722222222223,67.70833333333333
8,56.94444444444444,56.59722222222222
