,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass,train_loss,valid_loss,train_accuracy,valid_accuracy,train_misclass,valid_misclass
1,1.4409541289011638,4.824526031812032,0.25,0.25,75.0,75.0,1.63584087540706,2.0303433388471603,0.25,0.25,75.0,75.0,1.434468078116576,4.944614936908086,0.25,0.25,75.0,75.0,1.6139878729979198,1.9229773258169491,0.2986111111111111,0.3402777777777778,70.13888888888889,65.97222222222223,1.6511082177360852,2.0437528441349664,0.25,0.25,75.0,75.0,1.60256273796161,5.23638916015625,0.25,0.25,75.0,75.0,1.58222513149182,4.624636237819989,0.25,0.25,75.0,75.0,1.4579504455129306,3.7056938012441,0.2847222222222222,0.2638888888888889,71.52777777777777,73.61111111111111,1.5195454582571983,5.777435561021169,0.25,0.25,75.0,75.0
2,1.1600179374217987,2.130299168328444,0.3611111111111111,0.3611111111111111,63.88888888888889,63.88888888888889,1.4880074833830197,1.709759014348189,0.28125,0.2638888888888889,71.875,73.61111111111111,1.2119860549767811,2.8259668399890265,0.4305555555555556,0.3715277777777778,56.94444444444444,62.84722222222222,1.4348006223638852,1.7331068714459736,0.2534722222222222,0.28125,74.65277777777777,71.875,1.5045751258730888,2.190244992574056,0.3402777777777778,0.25,65.97222222222223,75.0,1.4341245492299397,2.038277102013429,0.3194444444444444,0.2673611111111111,68.05555555555556,73.26388888888889,1.3547086119651794,2.3687561179200807,0.4826388888888889,0.2916666666666667,51.73611111111111,70.83333333333333,1.1924543728431065,1.8337108964721363,0.6354166666666666,0.4895833333333333,36.458333333333336,51.04166666666667,1.2649968316157658,3.478602056701978,0.2534722222222222,0.2534722222222222,74.65277777777777,74.65277777777777
3,1.031401506314675,1.093984454870224,0.4930555555555556,0.4340277777777778,50.69444444444444,56.59722222222222,1.4252194464206696,1.6881831934054692,0.3159722222222222,0.2638888888888889,68.40277777777777,73.61111111111111,1.0701118583480518,1.4734909757971764,0.4965277777777778,0.5104166666666666,50.34722222222222,48.958333333333336,1.3637424831589062,1.5489253501097362,0.3715277777777778,0.3888888888888889,62.84722222222222,61.11111111111111,1.4493447095155716,1.637436183790366,0.3819444444444444,0.25,61.80555555555556,75.0,1.3621676738063495,1.7532206724087398,0.2847222222222222,0.2673611111111111,71.52777777777777,73.26388888888889,1.2212213923533757,1.9722357764840126,0.375,0.3611111111111111,62.5,63.88888888888889,1.0243399863441784,1.2441879982749622,0.6423611111111112,0.5069444444444444,35.763888888888886,49.30555555555556,1.1215393021702766,1.4040225595235825,0.3576388888888889,0.4131944444444444,64.23611111111111,58.68055555555556
4,0.9391881848375002,0.9146621810893217,0.7256944444444444,0.5486111111111112,27.430555555555557,45.138888888888886,1.3733062197764714,1.6949524010221164,0.2638888888888889,0.24305555555555555,73.61111111111111,75.69444444444444,0.962764285504818,0.877324216067791,0.7743055555555556,0.7118055555555556,22.569444444444443,28.819444444444443,1.2922751655181248,1.314202569425106,0.4270833333333333,0.4131944444444444,57.29166666666667,58.68055555555556,1.40021717051665,1.7771302213271458,0.40625,0.25,59.375,75.0,1.296929416557153,1.534213828543822,0.4965277777777778,0.3611111111111111,50.34722222222222,63.88888888888889,1.1013306863605976,1.4491687243183453,0.5381944444444444,0.3819444444444444,46.18055555555556,61.80555555555556,0.8997148138781389,1.038524438937505,0.8090277777777778,0.5972222222222222,19.097222222222214,40.27777777777778,1.0129141186674435,0.855978732307752,0.8090277777777778,0.7013888888888888,19.097222222222214,29.861111111111114
5,0.8500509820878506,0.9291895056764284,0.7916666666666666,0.5868055555555556,20.833333333333343,41.31944444444444,1.3091531544923782,1.4659464458624523,0.4375,0.2916666666666667,56.25,70.83333333333333,0.8599873359004656,0.8387839396794637,0.8194444444444444,0.75,18.055555555555557,25.0,1.235156128803889,1.233482596774896,0.5138888888888888,0.46875,48.611111111111114,53.125,1.3467038745681446,2.0265967721740403,0.2916666666666667,0.25,70.83333333333333,75.0,1.2375965689619381,1.3823088556528091,0.5486111111111112,0.3958333333333333,45.138888888888886,60.41666666666667,0.9851079372068247,1.3265846967697144,0.6215277777777778,0.3854166666666667,37.84722222222222,61.45833333333333,0.7986177429556847,1.0681774616241455,0.7465277777777778,0.5243055555555556,25.347222222222214,47.56944444444444,0.9195431185265383,0.8542044733961424,0.8298611111111112,0.7048611111111112,17.013888888888886,29.513888888888886
6,0.7669673673808575,0.9146210812032223,0.7881944444444444,0.59375,21.180555555555557,40.625,1.2351265201965969,1.3846370180447896,0.5902777777777778,0.3541666666666667,40.97222222222222,64.58333333333333,0.7695877365767956,0.780688556532065,0.8229166666666666,0.7361111111111112,17.708333333333343,26.388888888888886,1.1764048834641774,1.2228929003079732,0.6423611111111112,0.4722222222222222,35.763888888888886,52.77777777777778,1.2950790872176488,1.7043082515398662,0.625,0.25,37.5,75.0,1.1905817339817684,1.3563290884097416,0.5381944444444444,0.3923611111111111,46.18055555555556,60.76388888888889,0.8860377383728822,1.6339267566800117,0.7916666666666666,0.4097222222222222,20.833333333333343,59.02777777777778,0.7333767215410868,0.9315921477973461,0.8645833333333334,0.6701388888888888,13.541666666666657,32.986111111111114,0.8575579362610976,0.9236987307667732,0.8402777777777778,0.6770833333333334,15.972222222222214,32.29166666666666
7,0.7135798806945483,1.0059088629980881,0.6458333333333334,0.5451388888888888,35.41666666666666,45.486111111111114,1.148354170223077,1.3637139648199081,0.6458333333333334,0.3506944444444444,35.41666666666666,64.93055555555556,0.6884491381545862,0.6780088736365238,0.8472222222222222,0.7986111111111112,15.277777777777786,20.138888888888886,1.1140189915895462,1.285735045870145,0.6423611111111112,0.4618055555555556,35.763888888888886,53.81944444444444,1.2440557132164638,2.3441563844680786,0.5451388888888888,0.25,45.486111111111114,75.0,1.1541612421472867,1.4829586446285248,0.5902777777777778,0.3645833333333333,40.97222222222222,63.54166666666667,0.7678440945843855,1.575203152994315,0.8194444444444444,0.4305555555555556,18.055555555555557,56.94444444444444,0.6396283383170763,0.8715652773777643,0.8923611111111112,0.7638888888888888,10.763888888888886,23.611111111111114,0.8131617108980814,0.8340723514556885,0.8090277777777778,0.7118055555555556,19.097222222222214,28.819444444444443
8,0.6662558205425739,0.77030706529816,0.7951388888888888,0.7256944444444444,20.486111111111114,27.430555555555557,1.0728741362690926,1.354623558620612,0.7222222222222222,0.4444444444444444,27.777777777777786,55.55555555555556,0.6244382628550132,0.6675405073910952,0.8541666666666666,0.8020833333333334,14.583333333333343,19.791666666666657,1.0602341008683045,1.2347315525015194,0.6145833333333334,0.4444444444444444,38.541666666666664,55.55555555555556,1.2120408738652866,2.387825051943461,0.5520833333333334,0.25,44.791666666666664,75.0,1.0962364723285039,1.2927542676528294,0.7222222222222222,0.5,27.777777777777786,50.0,0.6785685618718466,1.256315102179845,0.8715277777777778,0.4930555555555556,12.847222222222214,50.69444444444444,0.5925172492861748,0.8639398254454136,0.9027777777777778,0.7152777777777778,9.722222222222214,28.472222222222214,0.7517629178861777,0.9040421582758427,0.8784722222222222,0.6631944444444444,12.152777777777786,33.68055555555556
9,0.6175006131331126,0.8182779550552368,0.8402777777777778,0.6875,15.972222222222214,31.25,1.0148349454005559,1.519877942899863,0.7395833333333334,0.3715277777777778,26.041666666666657,62.84722222222222,0.5609910618513823,0.6650777397056421,0.9479166666666666,0.7986111111111112,5.208333333333343,20.138888888888886,1.0090864362816017,1.1572421565651894,0.7743055555555556,0.5347222222222222,22.569444444444443,46.52777777777778,1.1552165200312932,2.407057265440623,0.7222222222222222,0.25,27.777777777777786,75.0,1.0337711311876774,1.4020336767037709,0.6736111111111112,0.4305555555555556,32.638888888888886,56.94444444444444,0.5951230016847452,1.2057243436574936,0.9166666666666666,0.5520833333333334,8.333333333333343,44.791666666666664,0.5262436854342619,0.8287541829049587,0.9166666666666666,0.7395833333333334,8.333333333333343,26.041666666666657,0.729657751818498,0.9285864060123762,0.8680555555555556,0.6840277777777778,13.194444444444443,31.597222222222214
10,0.5743170926968256,0.7346733945111433,0.9027777777777778,0.7013888888888888,9.722222222222214,29.861111111111114,0.975420152147611,1.4457604835430782,0.5625,0.40625,43.75,59.375,0.5172467840214571,0.7462349695463976,0.8993055555555556,0.7395833333333334,10.069444444444443,26.041666666666657,0.9432733419040839,1.1481978160639603,0.7951388888888888,0.5243055555555556,20.486111111111114,47.56944444444444,1.0973312978943188,2.5491584042708078,0.6736111111111112,0.2465277777777778,32.638888888888886,75.34722222222223,0.9939238640169302,1.5124458099404972,0.6909722222222222,0.3888888888888889,30.902777777777786,61.11111111111111,0.5172922338048617,1.2439693895479043,0.84375,0.5590277777777778,15.625,44.09722222222222,0.49681245908141136,0.8252360659341017,0.9305555555555556,0.75,6.944444444444443,25.0,0.6882894039154053,0.8091986042757829,0.90625,0.7430555555555556,9.375,25.694444444444443
