,test_loss,test_accuracy,test_loss,test_accuracy
0,1.4392829305595822,24.305555555555557,1.1537283294730716,51.041666666666664
1,1.4196179807186127,24.305555555555557,1.0934664607048035,52.43055555555556
2,1.4982802834775713,25.694444444444443,0.8776984247896407,62.15277777777778
3,1.4126997358269162,29.86111111111111,0.7762914068169064,69.79166666666667
4,1.460988077852461,27.083333333333332,0.7587922712167104,69.09722222222223
5,1.508661796649297,31.59722222222222,0.7372305393218994,69.44444444444444
6,1.3441570566760168,35.416666666666664,0.7322825541098913,71.18055555555556
7,1.574487715959549,33.333333333333336,0.5790264440907372,75.34722222222223
8,1.4863038261731465,38.888888888888886,0.8283049066861471,65.97222222222223
9,1.6613375345865886,36.458333333333336,0.5569162418444952,76.73611111111111
10,1.460343407260047,39.583333333333336,0.5629341080784798,78.81944444444444
11,1.9687257806460063,34.375,0.6313197198841307,73.95833333333333
12,2.080192055967119,34.375,0.8614284214046266,59.375
13,1.591192967361874,42.013888888888886,0.6119161132309172,73.61111111111111
14,1.329166766670015,42.708333333333336,0.5738527600963911,78.125
15,1.7456236978371937,37.15277777777778,0.5854600059489409,79.51388888888889
16,2.1488746768898435,37.5,0.5946776163246896,73.95833333333333
17,1.960921396811803,32.638888888888886,0.4838702314429813,82.29166666666667
18,1.6296518014536963,41.31944444444444,0.4968801422251595,82.63888888888889
19,1.7975475920571222,39.236111111111114,0.495234790775511,78.47222222222223
20,1.9059672156969707,38.19444444444444,0.5727863477336036,76.73611111111111
21,1.3510701126522489,43.75,0.5601218458678987,75.69444444444444
22,1.4325480229324765,47.916666666666664,0.6143560806910197,75.0
23,1.890040612883038,36.80555555555556,0.4623919195599026,82.98611111111111
24,2.188421799076928,40.97222222222222,0.48199286891354454,82.29166666666667
25,3.474805000755522,33.333333333333336,0.5895343207650714,76.73611111111111
26,1.312592688533995,41.31944444444444,0.6608314878410764,73.26388888888889
27,2.1147492859098644,37.5,0.5133178755640984,79.51388888888889
28,1.6562691827615101,45.138888888888886,0.4413421017428239,83.33333333333333
29,2.1257542106840344,46.875,0.5796178517242273,75.34722222222223
30,2.179024209578832,37.84722222222222,0.45928388751215404,80.90277777777777
31,1.8183663818571303,38.541666666666664,0.5335400543279119,79.86111111111111
32,1.7673418786790636,44.44444444444444,0.3840154968202114,84.72222222222223
33,2.1382487979200153,40.625,0.58381452701158,77.43055555555556
34,2.609144108162986,39.583333333333336,0.5719000846147537,78.81944444444444
35,1.5392953919039831,48.958333333333336,0.6432242923312717,72.91666666666667
