,test_loss,test_accuracy,test_loss,test_accuracy,test_loss,test_accuracy,test_loss,test_accuracy,test_loss,test_accuracy,test_loss,test_accuracy,test_loss,test_accuracy,test_loss,test_accuracy,test_loss,test_accuracy
58,0.43263135,82.29166667,2.302371114,46.18055556,0.405827783,89.58333333,0.94869926,66.31944444,1.307245468,55.90277778,1.320027569,53.81944444,0.303573948,89.93055556,0.689784275,76.73611111,0.613045773,76.73611111
59,0.496455449,80.20833333,1.577065169,52.08333333,0.380685103,88.88888889,0.895778477,69.09722222,1.657474861,54.51388889,1.279382149,56.25,0.379800453,89.23611111,0.573725924,77.43055556,0.672275249,76.04166667
60,0.536649119,80.90277778,2.094093981,48.95833333,0.397181387,88.19444444,0.946539654,67.36111111,1.266121609,61.11111111,1.344694364,53.125,0.259796367,91.31944444,0.633233184,77.08333333,0.572564395,78.47222222
61,0.484194225,83.33333333,1.968422527,47.91666667,0.377736568,89.58333333,1.070609208,63.19444444,1.419710791,59.02777778,1.28143436,53.47222222,0.35994923,89.23611111,0.508928553,79.51388889,0.612774853,79.86111111
62,0.391695479,85.06944444,2.521386878,46.52777778,0.386722462,88.19444444,0.881511064,69.09722222,1.344985118,54.16666667,1.508111325,53.81944444,0.376039438,87.15277778,0.563074347,79.16666667,0.611125624,77.08333333
63,0.421247451,82.63888889,2.285761902,44.44444444,0.369044887,89.23611111,1.01204527,62.15277778,1.412541874,57.98611111,1.397704593,55.20833333,0.300403456,90.27777778,0.628737461,77.77777778,0.592796361,78.47222222
64,0.503303889,82.29166667,2.048172361,49.30555556,0.367672141,90.97222222,0.963075752,64.23611111,1.26286016,59.02777778,1.322389475,58.33333333,0.392429783,88.19444444,0.575752093,80.20833333,0.572306074,78.81944444
65,0.395962925,85.06944444,2.359475849,46.52777778,0.348066804,89.93055556,0.897151998,68.05555556,1.46313258,57.63888889,1.345316846,54.16666667,0.31073186,90.27777778,0.540959266,78.125,0.584677107,79.16666667
66,0.399974147,85.41666667,2.329017621,49.30555556,0.391206868,90.625,0.978014541,65.625,1.727913204,51.38888889,1.299216067,56.59722222,0.314804223,90.27777778,0.603466685,79.51388889,0.591832633,78.47222222
67,0.456051043,82.98611111,1.811636277,46.875,0.374478904,88.88888889,0.91713665,67.01388889,1.368548416,59.72222222,1.356884571,55.55555556,0.301308535,89.58333333,0.611031157,76.73611111,0.601758341,78.125
68,0.409635342,83.33333333,2.123707286,47.22222222,0.450414141,85.41666667,0.928580417,67.01388889,1.193784601,61.11111111,1.321071035,57.29166667,0.258069641,90.625,0.639865749,79.16666667,0.654479967,77.77777778
69,0.404257408,83.68055556,2.847721857,45.48611111,0.373179288,89.58333333,0.956724522,66.31944444,1.223451973,60.76388889,1.35873201,51.38888889,0.329230822,89.93055556,0.554513193,79.51388889,0.585516795,79.16666667
70,0.423826664,83.33333333,1.608013659,51.73611111,0.408756942,88.19444444,0.898547906,68.05555556,1.201327046,60.41666667,1.455259254,52.77777778,0.2529663,90.97222222,0.607103339,79.51388889,0.640986533,77.08333333
71,0.427691076,82.98611111,1.911393965,51.38888889,0.451619112,86.80555556,1.012839683,65.27777778,1.36791143,60.76388889,1.375168233,53.81944444,0.27497209,90.27777778,0.608604171,78.81944444,0.552772635,79.86111111
72,0.429449593,83.33333333,1.894244686,48.61111111,0.415344226,87.5,0.892212481,68.75,1.257997422,59.02777778,1.351999108,56.59722222,0.306083694,90.27777778,0.564806977,79.51388889,0.562682093,80.90277778
73,0.388216535,84.02777778,2.14760072,48.95833333,0.385582659,90.27777778,0.921170025,67.01388889,1.249041995,61.11111111,1.338229839,55.20833333,0.275825082,90.625,0.573327128,78.81944444,0.629670689,77.08333333
74,0.426251457,83.68055556,1.987566988,48.61111111,0.400857405,88.19444444,0.905489268,67.70833333,1.249868118,61.45833333,1.364375104,53.125,0.308168213,90.27777778,0.579421768,78.47222222,0.637361156,77.08333333
75,0.43704624,82.63888889,2.354877971,46.18055556,0.377837411,89.93055556,1.000418977,64.58333333,1.305214383,61.80555556,1.362410524,55.90277778,0.329631903,89.58333333,0.556651773,80.55555556,0.587296283,78.47222222
76,0.441968491,81.94444444,2.132798917,49.30555556,0.386636676,89.23611111,0.919306403,68.75,1.245706742,61.11111111,1.363030175,55.90277778,0.279009416,90.97222222,0.56333437,79.16666667,0.621640266,77.77777778
77,0.415502705,82.63888889,1.870034869,51.38888889,0.404720763,87.84722222,0.926791205,66.66666667,1.227414472,59.375,1.326984613,57.29166667,0.237733891,92.36111111,0.588396745,79.86111111,0.596672218,79.51388889
78,0.405470155,84.72222222,1.862952847,49.30555556,0.363217046,90.27777778,0.946399115,65.97222222,1.24253939,61.45833333,1.36011517,56.59722222,0.309067145,90.27777778,0.575378338,78.125,0.589691822,80.55555556
79,0.409193874,84.72222222,2.20633555,46.875,0.429491704,87.5,0.914906406,68.40277778,1.322991414,61.11111111,1.348668958,56.25,0.242227143,91.66666667,0.592637424,79.51388889,0.639984011,78.125
80,0.419262784,83.68055556,1.961239234,49.30555556,0.35064901,90.625,0.939344932,67.01388889,1.327567297,59.02777778,1.353210382,55.90277778,0.295401227,90.625,0.539779598,80.20833333,0.632110448,78.125
81,0.405071782,84.375,2.365097932,47.22222222,0.355396551,89.58333333,0.917442779,67.01388889,1.221303631,59.72222222,1.384391168,57.29166667,0.32276129,90.27777778,0.542782761,79.86111111,0.588158503,79.86111111
82,0.402713267,85.41666667,2.093715949,47.56944444,0.398577851,89.23611111,0.91815897,69.09722222,1.191698642,62.5,1.369201665,55.20833333,0.295690107,91.66666667,0.614818115,79.16666667,0.597062184,79.86111111
83,0.39302932,84.72222222,2.061961898,50,0.368565187,89.58333333,0.939863724,66.66666667,1.160330616,63.19444444,1.355573835,56.94444444,0.29346691,90.97222222,0.578252186,79.16666667,0.605148691,78.81944444
84,0.441017398,82.29166667,1.914774739,51.38888889,0.384819865,89.58333333,0.965855326,64.93055556,1.26307165,60.06944444,1.356388568,57.29166667,0.347992664,88.54166667,0.595427823,79.16666667,0.581879427,80.55555556
85,0.414246336,83.68055556,1.992469094,49.30555556,0.380139586,89.58333333,0.968927727,65.625,1.243616983,60.41666667,1.371005947,56.25,0.312861856,89.58333333,0.547729816,78.125,0.617981552,78.125
86,0.413416966,83.33333333,2.028592644,48.26388889,0.368208297,89.93055556,0.975553387,65.97222222,1.209068839,61.11111111,1.356499192,55.55555556,0.254678249,91.66666667,0.566712206,79.16666667,0.637045074,78.47222222
87,0.426252835,83.33333333,2.193301108,46.18055556,0.392821262,89.58333333,0.965803122,66.66666667,1.236993434,62.5,1.360600265,54.86111111,0.293510672,90.27777778,0.559856997,80.20833333,0.639272008,77.77777778
88,0.43423773,82.63888889,2.087447027,48.61111111,0.390158891,89.58333333,0.922722778,68.75,1.264083867,61.11111111,1.426995995,55.55555556,0.269148218,90.97222222,0.569181072,80.55555556,0.586464534,79.51388889
89,0.418866911,82.98611111,2.098723739,50.34722222,0.412968922,88.19444444,0.935611878,69.44444444,1.285949171,61.45833333,1.346333649,56.59722222,0.241930247,90.97222222,0.598582695,80.55555556,0.613535724,79.51388889
90,0.439120558,83.33333333,2.087657101,49.30555556,0.378158771,89.58333333,0.966325502,65.97222222,1.231383202,62.84722222,1.367644332,56.59722222,0.267178742,92.01388889,0.565602146,80.55555556,0.584234775,79.16666667
91,0.400369061,84.02777778,2.102694261,48.95833333,0.410062092,87.84722222,0.933129887,67.70833333,1.298224902,61.11111111,1.355366386,54.51388889,0.278377405,91.31944444,0.584635993,80.55555556,0.618874139,78.81944444
92,0.417080115,82.98611111,1.982870759,47.91666667,0.407943648,88.19444444,0.927623377,67.01388889,1.267132026,62.15277778,1.363496565,55.55555556,0.355808836,88.54166667,0.612756501,78.81944444,0.593600554,79.16666667
93,0.407005183,84.72222222,2.297626743,48.61111111,0.367282785,89.93055556,0.976255988,65.27777778,1.148888846,61.80555556,1.364670051,56.94444444,0.240353251,90.97222222,0.574307114,80.20833333,0.610653024,79.51388889
94,0.402797119,83.33333333,2.257489165,49.30555556,0.379564912,88.88888889,0.926276303,69.09722222,1.219680632,60.41666667,1.36489894,58.33333333,0.303201793,90.27777778,0.560566191,78.125,0.615777633,78.47222222
95,0.415790964,83.68055556,2.267681794,47.91666667,0.374193737,89.58333333,0.929733039,67.36111111,1.255864525,61.80555556,1.368956205,57.29166667,0.280794302,92.01388889,0.560377011,80.20833333,0.648464278,76.38888889
96,0.415132051,83.33333333,2.160246838,46.875,0.398855114,89.58333333,0.956457453,66.66666667,1.266901229,61.80555556,1.358443633,57.29166667,0.261134086,92.01388889,0.581088488,79.86111111,0.606240075,79.16666667
97,0.412434817,84.02777778,2.113851289,47.22222222,0.383691796,89.23611111,0.929215553,68.05555556,1.20825902,62.15277778,1.356283552,56.59722222,0.276881506,91.31944444,0.566857409,78.47222222,0.633067519,78.125
98,0.421093901,83.68055556,2.03739559,48.61111111,0.416460039,87.84722222,0.930464543,68.05555556,1.250728628,61.80555556,1.351801314,54.51388889,0.254555806,90.97222222,0.642302745,78.47222222,0.649277041,77.43055556
,,85.41666667,,52.77777778,,92.01388889,,69.44444444,,63.19444444,,58.33333333,,92.36111111,,80.55555556,,81.94444444
