,curr_best_by_acc,curr_best_by_loss
0,64.75694444444444,67.53472222222223
1,42.708333333333336,47.56944444444444
2,74.47916666666667,73.78472222222223
3,53.125,48.958333333333336
4,45.833333333333336,42.88194444444444
5,47.56944444444444,46.354166666666664
6,64.0625,66.49305555555556
7,58.50694444444444,61.63194444444444
8,58.854166666666664,61.80555555555556
