,curr_best_by_acc,curr_best_by_loss
0,71.70138888888889,71.00694444444444
1,44.61805555555556,45.486111111111114
2,74.82638888888889,73.61111111111111
3,46.701388888888886,48.09027777777778
4,48.78472222222222,48.09027777777778
5,44.791666666666664,44.44444444444444
6,60.763888888888886,61.111111111111114
7,64.58333333333333,63.541666666666664
8,65.10416666666667,64.75694444444444
