,val_loss,test_loss,val_accuracy,test_accuracy,val_loss,test_loss,val_accuracy,test_accuracy,val_loss,test_loss,val_accuracy,test_accuracy,val_loss,test_loss,val_accuracy,test_accuracy,val_loss,test_loss,val_accuracy,test_accuracy,val_loss,test_loss,val_accuracy,test_accuracy,val_loss,test_loss,val_accuracy,test_accuracy,val_loss,test_loss,val_accuracy,test_accuracy,val_loss,test_loss,val_accuracy,test_accuracy
0,1.352808146641172,1.3236069281895955,32.758620689655174,37.673611111111114,1.3530950176304783,1.3758212857776217,33.4051724137931,29.86111111111111,1.3627976384656182,1.3457285563151042,29.525862068965516,37.15277777777778,1.3348069478725564,1.3478133148617215,35.991379310344826,32.638888888888886,1.3439814468909954,1.3888074424531724,34.05172413793103,25.694444444444443,1.3481906159170742,1.3907208840052288,35.991379310344826,27.430555555555557,1.3166280327172115,1.3404426442252264,40.51724137931034,36.111111111111114,1.3388986505311111,1.3226020336151123,37.5,38.19444444444444,1.3418196439743042,1.3394280936982896,34.05172413793103,34.02777777777778
1,1.321972181057108,1.2988807095421686,36.85344827586207,40.27777777777778,1.2707084540663094,1.3693839576509264,42.88793103448276,29.86111111111111,1.3264459988166546,1.2972528669569228,36.422413793103445,39.236111111111114,1.2693532212027188,1.3120281431410048,44.18103448275862,36.63194444444444,1.3010104771318107,1.4122075107362535,38.36206896551724,25.0,1.2832798053478371,1.3700700600941975,39.439655172413794,30.729166666666668,1.2498188676505253,1.3437015612920125,47.41379310344828,35.06944444444444,1.2994581954232578,1.2950781318876479,41.5948275862069,44.270833333333336,1.266385793685913,1.2354097366333008,43.31896551724138,39.236111111111114
2,1.2665187901464001,1.262769791815016,47.62931034482759,42.708333333333336,1.2309182635669051,1.356942507955763,51.077586206896555,32.986111111111114,1.3081713997084519,1.2709402905570135,38.14655172413793,46.354166666666664,1.2290637986413364,1.3446991973453097,45.689655172413794,31.944444444444443,1.2598158737708782,1.4009354909261067,46.12068965517241,25.694444444444443,1.2663698360837738,1.3849615255991619,43.96551724137931,28.819444444444443,1.2279993542309464,1.3158826033274333,45.9051724137931,40.97222222222222,1.25748872756958,1.2317830191718206,42.672413793103445,43.75,1.2365180171769241,1.229100955857171,45.043103448275865,42.53472222222222
3,1.2299433864396194,1.220396598180135,46.12068965517241,45.138888888888886,1.2011834383010864,1.3615785439809163,45.9051724137931,31.944444444444443,1.260784231383225,1.2239157888624403,43.10344827586207,46.00694444444444,1.1910896465696137,1.3321179151535034,52.80172413793103,33.50694444444444,1.214056919360983,1.440189520517985,45.689655172413794,26.21527777777778,1.233897932644548,1.3316744168599446,47.8448275862069,32.986111111111114,1.2121228596259808,1.321223881509569,49.56896551724138,37.5,1.2508652785728718,1.2562468714184232,45.689655172413794,42.88194444444444,1.2311567520273143,1.1630118025673761,49.78448275862069,52.083333333333336
4,1.2288971933825263,1.2365345822440252,49.78448275862069,46.00694444444444,1.1818641259752471,1.3574499951468573,53.23275862068966,32.638888888888886,1.2405976344799172,1.196397966808743,42.672413793103445,57.11805555555556,1.2218506706172023,1.2995936738120184,46.76724137931034,38.36805555555556,1.2010275824316616,1.425061861673991,46.33620689655172,25.34722222222222,1.213659590688245,1.3166615035798814,51.077586206896555,37.15277777777778,1.2188168887434334,1.293231937620375,45.689655172413794,41.84027777777778,1.2734006478868682,1.2519844637976751,40.51724137931034,47.22222222222222,1.21458781998733,1.1245288848876953,48.491379310344826,53.125
5,1.2050297876884197,1.1566221316655476,51.293103448275865,57.986111111111114,1.1777498886503022,1.3440741565492418,52.80172413793103,34.72222222222222,1.254369538405846,1.1854356394873724,41.810344827586206,48.78472222222222,1.186702481631575,1.2827382485071819,50.0,43.40277777777778,1.1684229579465142,1.4223097562789917,53.87931034482759,26.21527777777778,1.170232316543316,1.2784472703933716,51.293103448275865,41.666666666666664,1.1814053613564064,1.269103553560045,51.939655172413794,44.09722222222222,1.2119417642724926,1.2328795062171087,50.21551724137931,43.576388888888886,1.2158783304280247,1.1502073340945773,49.78448275862069,50.69444444444444
6,1.1783010651325356,1.1591745615005493,52.58620689655172,55.55555555555556,1.1569773986421783,1.353632887204488,54.741379310344826,33.15972222222222,1.1889681384481232,1.1330883635414972,50.64655172413793,60.06944444444444,1.1572578076658577,1.2664086686240301,52.80172413793103,42.361111111111114,1.1538296588535966,1.3960478438271418,55.172413793103445,29.86111111111111,1.1683325192023968,1.3142233822080824,51.939655172413794,38.541666666666664,1.1715084293792988,1.2757272058063083,51.077586206896555,46.701388888888886,1.182343211667291,1.156380123562283,50.43103448275862,57.46527777777778,1.1674098393012737,1.0916893482208252,53.01724137931034,56.423611111111114
7,1.211677884233409,1.1486093070771959,46.98275862068966,55.03472222222222,1.1543202235780914,1.335452013545566,53.87931034482759,35.763888888888886,1.1938387566599353,1.1504088110393949,51.293103448275865,56.25,1.1520458377640823,1.276042275958591,56.25,39.75694444444444,1.1513143058480888,1.35056647989485,50.0,31.25,1.1390359442809532,1.280489855342441,54.525862068965516,39.75694444444444,1.1808662085697568,1.2759476502736409,50.0,41.31944444444444,1.2145570146626439,1.1781317392985027,48.491379310344826,55.208333333333336,1.1824211663213269,1.0984254678090413,54.0948275862069,56.770833333333336
8,1.1659744279137974,1.1317339738210042,53.66379310344828,57.638888888888886,1.1483506005385826,1.3390383190578885,54.525862068965516,36.28472222222222,1.1918896046178094,1.1489671998553805,53.23275862068966,60.763888888888886,1.1520131559207523,1.2566050555970933,51.724137931034484,44.44444444444444,1.1494876064103225,1.3937387069066365,51.077586206896555,26.041666666666668,1.1252335762155468,1.2307360967000325,53.23275862068966,44.791666666666664,1.1356199095989097,1.2483708726035223,56.03448275862069,47.56944444444444,1.2095631032154477,1.162225193447537,46.55172413793103,57.291666666666664,1.1633049701822216,1.072992483774821,52.37068965517241,57.46527777777778
9,1.1062246273303855,1.1123398409949408,62.71551724137931,58.50694444444444,1.128698873108831,1.3430378437042236,54.0948275862069,35.59027777777778,1.1654499851424118,1.1401746537950304,54.310344827586206,64.93055555555556,1.1203746836760948,1.2468143701553345,56.25,42.013888888888886,1.1141900790148769,1.3844009637832642,56.46551724137931,34.895833333333336,1.081276194802646,1.2183862659666274,63.36206896551724,47.56944444444444,1.1570253988792156,1.2524968385696411,56.46551724137931,40.97222222222222,1.1598793843696857,1.1267962985568576,55.38793103448276,59.201388888888886,1.165444659775701,1.0896157423655193,55.60344827586207,56.770833333333336
