2, Cube2D, 0
4, Cube2D, 4
6, Cube2D, 8
8, Cube2D, 12
10, Cube2D, 16
12, Cube2D, 20
14, Cube2D, 24
42, Cube3D_far, 0
44, Cube3D_far, 4
46, Cube3D_far, 8
48, Cube3D_far, 12
50, Cube3D_far, 16
52, Cube3D_far, 20
54, Cube3D_far, 24
82, Scene_2D, 0
84, Scene_2D, 4
86, Scene_2D, 8
88, Scene_2D, 12
90, Scene_2D, 16
92, Scene_2D, 20
94, Scene_2D, 24
122, Scene_far, 0
124, Scene_far, 4
126, Scene_far, 8
128, Scene_far, 12
130, Scene_far, 16
132, Scene_far, 20
134, Scene_far, 24
